go_id,pathway_name,pathway_name
GO:0043170,macromolecule metabolic process,metabolic-biosynthesis
GO:0048385,regulation of retinoic acid receptor signaling pathway,signalling
GO:0071379,cellular response to prostaglandin stimulus,lipid
GO:0071384,cellular response to corticosteroid stimulus,growth-regulation
GO:1900053,negative regulation of retinoic acid biosynthetic process,growth-regulation
GO:2000224,regulation of testosterone biosynthetic process,growth-regulation
GO:1900454,positive regulation of long-term synaptic depression,synapse
GO:0001508,action potential,muscle
GO:0010701,positive regulation of norepinephrine secretion,neurotransmitters
GO:0033605,positive regulation of catecholamine secretion,secretion
GO:0098900,regulation of action potential,muscle
GO:2000671,regulation of motor neuron apoptotic process,muscle
GO:0035583,sequestering of TGFbeta in extracellular matrix,growth-regulation
GO:1903393,positive regulation of adherens junction organization,ecm
GO:0006884,cell volume homeostasis,homeostasis
GO:0014829,vascular smooth muscle contraction,muscle
GO:0090131,mesenchyme migration,mesoderm
GO:0051673,membrane disruption in other organism,cytoskeleton
GO:0000460,maturation of 5.8S rRNA,ribosome
GO:0018191,peptidyl-serine octanoylation,peptide
GO:1901537,positive regulation of DNA demethylation,methylation
GO:2000660,negative regulation of interleukin-1-mediated signaling pathway,immune
GO:1903093,regulation of protein K48-linked deubiquitination,protein-processing
GO:0061395,positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance,transcription
GO:1903204,negative regulation of oxidative stress-induced neuron death,neuron
GO:0043267,negative regulation of potassium ion transport,transport
GO:0090650,cellular response to oxygen-glucose deprivation,cellular-response
GO:1905461,positive regulation of vascular associated smooth muscle cell apoptotic process,muscle
GO:0009247,glycolipid biosynthetic process,metabolic-biosynthesis
GO:0006682,galactosylceramide biosynthetic process,metabolic-biosynthesis
GO:0072678,T cell migration,lymphoid
GO:0072676,lymphocyte migration,lymphoid
GO:0048290,isotype switching to IgA isotypes,immune
GO:0060474,positive regulation of flagellated sperm motility involved in capacitation,reproduction
GO:0072679,thymocyte migration,lymphoid
GO:1904156,DN3 thymocyte differentiation,lymphoid
GO:2000510,positive regulation of dendritic cell chemotaxis,environment-sensing
GO:0060481,lobar bronchus epithelium development,lung
GO:0099502,calcium-dependent activation of synaptic vesicle fusion,synapse
GO:0017186,"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase",peptide
GO:0003366,cell-matrix adhesion involved in ameboidal cell migration,migration
GO:0008049,male courtship behavior,reproduction
GO:0031323,regulation of cellular metabolic process,metabolic-biosynthesis
GO:0043615,astrocyte cell migration,brain
GO:0071455,cellular response to hyperoxia,cellular-response
GO:0036337,Fas signaling pathway,signalling
GO:0035434,copper ion transmembrane transport,transport
GO:0006825,copper ion transport,transport
GO:0006878,cellular copper ion homeostasis,homeostasis
GO:1902311,regulation of copper ion transmembrane transport,transport
GO:1902225,negative regulation of acrosome reaction,reproduction
GO:0016554,cytidine to uridine editing,metabolic-biosynthesis
GO:0070383,DNA cytosine deamination,DNA-repair
GO:0090310,negative regulation of methylation-dependent chromatin silencing,histone-chromatin
GO:0009972,cytidine deamination,metabolic-biosynthesis
GO:0033262,regulation of nuclear cell cycle DNA replication,cell-cycle
GO:0016445,somatic diversification of immunoglobulins,immune
GO:0002667,regulation of T cell anergy,lymphoid
GO:0009649,entrainment of circadian clock,circadian-rhythm
GO:0090036,regulation of protein kinase C signaling,kinase
GO:0032926,negative regulation of activin receptor signaling pathway,signalling
GO:0071850,mitotic cell cycle arrest,cell-division
GO:0003402,planar cell polarity pathway involved in axis elongation,polarity-axis
GO:0097118,neuroligin clustering involved in postsynaptic membrane assembly,brain
GO:2000809,positive regulation of synaptic vesicle clustering,synapse
GO:0060998,regulation of dendritic spine development,spine
GO:0099519,dense core granule cytoskeletal transport,cytoskeleton
GO:0098840,protein transport along microtubule,protein-processing
GO:0015747,urate transport,transport
GO:0010657,muscle cell apoptotic process,muscle
GO:0014722,regulation of skeletal muscle contraction by calcium ion signaling,calcium
GO:0014853,regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction,synapse
GO:0051823,regulation of synapse structural plasticity,synapse
GO:0046007,negative regulation of activated T cell proliferation,lymphoid
GO:0042761,very long-chain fatty acid biosynthetic process,metabolic-biosynthesis
GO:0035672,oligopeptide transmembrane transport,transport
GO:0061669,spontaneous neurotransmitter secretion,neurotransmitters
GO:0038189,neuropilin signaling pathway,brain
GO:0039694,viral RNA genome replication,immune
GO:0051489,regulation of filopodium assembly,migration
GO:0048549,positive regulation of pinocytosis,cytosis-osome-vesicle
GO:0003161,cardiac conduction system development,muscle
GO:0032488,Cdc42 protein signal transduction,protein-processing
GO:0035088,establishment or maintenance of apical/basal cell polarity,polarity-axis
GO:0051835,positive regulation of synapse structural plasticity,synapse
GO:0060661,submandibular salivary gland formation,glands
GO:0090135,actin filament branching,cytoskeleton
GO:0099159,regulation of modification of postsynaptic structure,synapse
GO:0099563,modification of synaptic structure,synapse
GO:0032790,ribosome disassembly,regeneration-healing
GO:0002009,morphogenesis of an epithelium,morphogenesis
GO:0000712,resolution of meiotic recombination intermediates,cell-cycle
GO:0097340,inhibition of cysteine-type endopeptidase activity,protein-processing
GO:0003356,regulation of cilium beat frequency,circadian-rhythm
GO:0001712,ectodermal cell fate commitment,blastocyst
GO:0007398,ectoderm development,blastocyst
GO:2000502,negative regulation of natural killer cell chemotaxis,environment-sensing
GO:0042412,taurine biosynthetic process,metabolic-biosynthesis
GO:0019449,L-cysteine catabolic process to hypotaurine,catabolic
GO:0019452,L-cysteine catabolic process to taurine,catabolic
GO:0002082,regulation of oxidative phosphorylation,phosphorylation
GO:0097250,mitochondrial respirasome assembly,mitochondrion
GO:0015677,copper ion import,transport
GO:0072719,cellular response to cisplatin,cellular-response
GO:0098705,copper ion import across plasma membrane,transport
GO:2001181,positive regulation of interleukin-10 secretion,immune
GO:0002845,positive regulation of tolerance induction to tumor cell,cell-death
GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,cell-death
GO:1905404,"positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process",lymphoid
GO:0035813,regulation of renal sodium excretion,kidney-ureter
GO:0036066,protein O-linked fucosylation,metabolic-biosynthesis
GO:0051084,'de novo' posttranslational protein folding,translation
GO:0042269,regulation of natural killer cell mediated cytotoxicity,lymphoid
GO:0015671,oxygen transport,transport
GO:0031444,slow-twitch skeletal muscle fiber contraction,muscle
GO:0051382,kinetochore assembly,cell-division
GO:0060452,positive regulation of cardiac muscle contraction,muscle
GO:0001985,negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure,blood-vessel
GO:0001994,norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure,neurotransmitters
GO:0001996,positive regulation of heart rate by epinephrine-norepinephrine,neurotransmitters
GO:0001997,positive regulation of the force of heart contraction by epinephrine-norepinephrine,neurotransmitters
GO:0035265,organ growth,growth-regulation
GO:0045760,positive regulation of action potential,muscle
GO:0060073,micturition,kidney-ureter
GO:0061049,cell growth involved in cardiac muscle cell development,muscle
GO:0090037,positive regulation of protein kinase C signaling,kinase
GO:0097195,pilomotor reflex,environment-sensing
GO:0150099,neuron-glial cell signaling,neuron
GO:1903997,positive regulation of non-membrane spanning protein tyrosine kinase activity,kinase
GO:0030702,chromatin silencing at centromere,histone-chromatin
GO:0031048,chromatin silencing by small RNA,histone-chromatin
GO:0002827,positive regulation of T-helper 1 type immune response,lymphoid
GO:0050717,positive regulation of interleukin-1 alpha secretion,immune
GO:0106091,glial cell projection elongation,brain
GO:0099550,"trans-synaptic signaling, modulating synaptic transmission",synapse
GO:0006853,carnitine shuttle,transport
GO:1902616,acyl carnitine transmembrane transport,transport
GO:0033014,tetrapyrrole biosynthetic process,metabolic-biosynthesis
GO:0006778,porphyrin-containing compound metabolic process,metabolic-biosynthesis
GO:0006782,protoporphyrinogen IX biosynthetic process,metabolic-biosynthesis
GO:0006783,heme biosynthetic process,metabolic-biosynthesis
GO:0021979,hypothalamus cell differentiation,brain
GO:0021984,adenohypophysis development,brain
GO:0048850,hypophysis morphogenesis,brain
GO:0060126,somatotropin secreting cell differentiation,brain
GO:0030162,regulation of proteolysis,metabolic-biosynthesis
GO:0051415,microtubule nucleation by interphase microtubule organizing center,cytoskeleton
GO:1904783,positive regulation of NMDA glutamate receptor activity,neurotransmitters
GO:1905912,regulation of calcium ion export across plasma membrane,calcium
GO:0043549,regulation of kinase activity,kinase
GO:0010669,epithelial structure maintenance,differentiation
GO:0044089,positive regulation of cellular component biogenesis,cytoskeleton
GO:0071449,cellular response to lipid hydroperoxide,lipid
GO:0003170,heart valve development,heart
GO:0010608,posttranscriptional regulation of gene expression,transcription
GO:0006172,ADP biosynthetic process,metabolic-biosynthesis
GO:0046033,AMP metabolic process,metabolic-biosynthesis
GO:0046940,nucleoside monophosphate phosphorylation,phosphorylation
GO:0014062,regulation of serotonin secretion,neurotransmitters
GO:0016101,diterpenoid metabolic process,metabolic-biosynthesis
GO:0033685,negative regulation of luteinizing hormone secretion,secretion
GO:0045472,response to ether,cellular-response
GO:0050801,ion homeostasis,homeostasis
GO:0051461,positive regulation of corticotropin secretion,secretion
GO:0060456,positive regulation of digestive system process,lymphoid
GO:0090280,positive regulation of calcium ion import,calcium
GO:2000854,positive regulation of corticosterone secretion,secretion
GO:2000987,positive regulation of behavioral fear response,behavior
GO:0010841,"positive regulation of circadian sleep/wake cycle, wakefulness",circadian-rhythm
GO:0042322,"negative regulation of circadian sleep/wake cycle, REM sleep",circadian-rhythm
GO:0051464,positive regulation of cortisol secretion,secretion
GO:0033630,positive regulation of cell adhesion mediated by integrin,cell-adhesion
GO:0060389,pathway-restricted SMAD protein phosphorylation,phosphorylation
GO:0003181,atrioventricular valve morphogenesis,heart
